Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
1,Licensed Banks,Credit Suisse (Malaysia) Berhad,"ENTITY STATUS: Credit Suisse acquired by UBS; parent banks merged 31 May 2024. Entity likely absorbed/restructured. [Source: ubs.com press release, conf 85]",,,,,,
3,MSBs,CurrencyFair (Malaysia) Sdn Bhd,"NOT FOUND [Parent: CurrencyFair (Irish). CEO Brett Meyers (Wikipedia, conf 85, non-target). currencyfair.com has no leadership names. No Malaysia office listed. 0/7 target roles.]",,,,,,
1,Licensed Banks,Deutsche Bank (Malaysia) Berhad,"Jeng Yean Won (CISO Malaysia, Thailand & Vietnam) [LinkedIn: my.linkedin.com/in/jengyeanwon, conf 65]",NOT FOUND [Official: country.db.com/malaysia/en — no public senior management/leadership page; only statutory CFO disclosure per BNM requirement. /about-us/corporate-governance returns 404. GRC function likely exists internally (often combined with CRO office). conf 20],"Liew Yeh Yin (Officer primarily responsible for financial management) [Official: country.db.com/malaysia FY2025 Financial Statements CG Statement, conf 90]","Surabhi Agarwal (Chief Risk Officer) [LinkedIn, conf 65]",NOT FOUND [Official: country.db.com/malaysia/en — no management page. Web/LinkedIn searches returned only generic global DB pages. Likely exists internally but role-holder name not public. conf 20],NOT FOUND [Official: country.db.com/malaysia/en — no management page. CIO function at DB Malaysia likely reports into DB APAC/regional technology organisation. conf 20],NOT FOUND [Official: country.db.com/malaysia/en — no management page. IA at foreign bank subsidiaries in Malaysia often reports functionally to regional/global IA with local name not public. conf 20]
4,Payment Operators,DuitNow (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]",
3,Development FIs,EXIM Bank Malaysia,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]","Wan Noorazli Maula Wan Suleiman (Head of Legal, Governance & Recovery) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite, BPMB Group] [Official: bpmb.com.my]","Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my/about-us/leadership]","Abdul Hadi Jusoh (Chief Risk Officer) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO, BPMB) [Official: bpmb.com.my]","Nizam Samad (Chief Compliance Officer) [Official: exim.com.my]; Rohayati Talha (Group CCO, BPMB) [Official: bpmb.com.my]","Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership]","Shahrul Farelli Zulkiffli (Chief Internal Auditor) [Official: exim.com.my]; Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my]"
2,Insurers,Etiqa General Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Insurers,Etiqa Life Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Takaful,Etiqa Takaful Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
4,Payment Operators,FPX (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]",
2,Insurers,FWD Insurance Berhad,NOT FOUND [Official: fwd.com.my/about-us/ins/meet-our-team (4 execs) + fwd.com.my/about-us/fmh/meet-our-team (9 execs) — no CISO listed. CISO function may report under COO (Tang Ai Hoong). conf 30],"Anita Menon (Acting Head of Risk, oversees governance) [Official: fwd.com.my/about-us/ins/meet-our-team, conf 80]","Yeoh Eng Hun (Chief Financial Officer) [Official: fwd.com.my/about-us/ins/meet-our-team, conf 95]","Anita Menon (Acting Head of Risk) [Official: fwd.com.my/about-us/ins/meet-our-team, conf 95]","Anita Menon (Chief Governance Officer, oversees compliance) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 65 - same person as Head of GRC; Chief Governance Officer title covers compliance function]",NOT FOUND [Official: fwd.com.my/about-us/ins/meet-our-team + fwd.com.my/about-us/fmh/meet-our-team — no CIO listed. CIO function may be combined with COO (Tang Ai Hoong). conf 30],"Cheryl Lim (Head of Internal Audit) [Official: fwd.com.my, conf 75 - not on current leadership page]"
2,Takaful,Family Takaful Berhad,"Nazaruddin Adha bin Md Noor (Chief Technology Officer - CISO-equivalent) [Official: takaful-malaysia.com.my/en/about-us/our-leaders, conf 75 - CISO-equivalent, no dedicated CISO published]","Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]","Shizal Fisham Ramli (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 85 - note: same name appears at Takaful Malaysia GRC; cross-entity role]","Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
3,MSBs,G2G Online (Malaysia) Sdn Bhd,NOT FOUND [Malaysian MSB licensee; distinct from g2g.com gaming marketplace. No public leadership information. 0/7 target roles.],,,,,,
6,Fintech Sandbox,GX Bank Berhad,CEO: Kaushik Chowdhury (since Jun 2025); Deputy CEO/COO: Hildah Hamzah [Official: gxbank.my],Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
6,Fintech Sandbox,GXBank Berhad,CEO: Kaushik Chowdhury (since Jun 2025); Deputy CEO/COO: Hildah Hamzah [Official: gxbank.my],Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
2,Takaful,General Takaful Berhad,,"Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]",,"Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
2,Insurers,Generali Insurance Malaysia Berhad,"NOT FOUND [Checked: generali.com.my (no leadership page exists - confirmed via sitemap, robots.txt, multiple URL attempts), AFFIN Group page affingroup.com/en/generali (Management Team tab content loads via JavaScript, not capturable), LinkedIn (requires login). Annual report PDF not publicly accessible. Conf 25.]","NOT FOUND [Checked: same Generali Malaysia sources. AFFIN Group Generali page Management Team tab is JavaScript-rendered, could not be extracted. No annual report or corporate governance documents found publicly. Conf 25.]",Tony Lin (Chief Financial Officer) [Official: generali.com.my conf 90],Vincent Fong (Chief Risk Officer) [Official: generali.com.my conf 90],Nor Hakimah Abdul Latiff (Chief Compliance Officer) [Official: generali.com.my],Laurent Crouet (Chief Transformation Officer) [Official: generali.com.my conf 90],Vivian Ho (Chief Internal Auditor) [Official: generali.com.my]
2,Insurers,Generali Life Insurance Malaysia Berhad,,Vincent Fong (CRO) + Aw Teck Yee (Compliance) [Composite],Tony Lin (Chief Financial Officer) [Official: generali.com.my],Vincent Fong (Chief Risk Officer) [Official: generali.com.my],Aw Teck Yee (Head of Compliance & AML) [Official: generali.com.my],,George Tan (Head of Internal Audit) [Official: generali.com.my]
4,E-Money,GrabPay (Grab Malaysia),,,"Peter Oey (Group CFO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CFO published]",,,"Suthen Thomas Paradatheth (Group CTO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CTO published]",
3,MSBs,GrabPay Malaysia Sdn Bhd,"NOT FOUND [GrabPay = Grab Holdings (Nasdaq:GRAB) digital payments arm, BNM e-money issuer. grab.com/my has no leadership names. Parent CEO: Anthony Tan, COO: Alex Hungate (Wikipedia, conf 85, non-target). CFO NOT VERIFIABLE - SEC EDGAR 20-F + investors.grab.com blocked by antibot in research session. Grab Financial Group owns GrabPay; no separate leadership published. 0/7 target roles verified.]",,,,,,
2,Insurers,Great Eastern General Insurance (Malaysia) Berhad,"NOT FOUND [No dedicated CISO. COO Jarron Khoo Eng Siong oversees ""operations and technology"". Source: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html]",Liza Hanim Zainal Abidin (Legal/Compliance) + Audra Chung Kit Li (Audit),"Cheng Chuen Chee (Chief Financial Officer, assumed role Jul 2024) [Official: greateasternlife.com, conf 95]","Teo Chun Seng (Division Head, Risk Management) [Group role - Official: greateasternlife.com]",Liza Hanim Zainal Abidin,Vincent Chin,Audra Chung Kit Li
2,Insurers,Great Eastern Life Assurance (Malaysia) Berhad,"Vincent Chin — Division Head, Information Technology (CISO-equivalent: handles technology risk management & IT governance) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html] | conf 75 | No dedicated CISO role listed; IT division covers infosec function.","Liza Hanim Zainal Abidin (Division Head, Company Secretary and Legal) [Official: greateasternlife.com]","Loke Chang Yueh (CFO, joined 2013) [Official: greateasternlife.com]","Teo Chun Seng (Division Head of Risk Management, appointed 1 Jan 2023) [Official: greateasternlife.com]","Helen Quat Li Huang (Division Head of Compliance, appointed 1 Jan 2023) [Official: greateasternlife.com]","Vincent Chin (Head of IT, joined 2007) [Official: greateasternlife.com]","Audra Chung Kit Li (Chief Internal Auditor, joined 2005) [Official: greateasternlife.com]"
2,Takaful,HSBC Amanah Takaful (Malaysia) Berhad,,,"Muhammad Afiq bin Hamzah (Acting Chief Financial Officer) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95]",,"Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95]",,
1,Licensed Banks,HSBC Bank Malaysia Berhad,"NOT FOUND [Checked: HSBC Malaysia Board of Directors page (about.hsbc.com.my), HSBC Malaysia 2024 + 2025 Annual Report PDFs (186 pages each), HSBC Malaysia 2025 Pillar 3 Disclosures. Country CISO role not publicly disclosed. Conf 80.]","Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard]; CEO: Dato Omar Siddiq (CEO and Head of Banking) [Official: hsbc.com.my, conf 95]",Elly Neoh (CFO),Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard],Brian McGuire (Chief Compliance Officer) [TheOfficialBoard],Mei Ling Soo (CIO),NOT FOUND [Checked: HSBC 2024 + 2025 Annual Reports mention Global Internal Audit (GIA) function with Audit Committee oversight (Chair: Datin Seri Sunita Mei-Lin Rajakumar) but do not name country Head of Internal Audit / Chief Auditor. Conf 80.]
2,Insurers,Hong Leong Assurance Berhad,Low Tek Chee — Chief Technology Officer (CISO-equivalent) [Official: hla.com.my/en/know-us/leadership.html] | conf 75 | No dedicated CISO/Head of Information Security role among 13 executives. CTO is closest equivalent.,Lim Mei Gie (CRO) + Lee Noushi (Compliance) [Composite],"Ong Kheng Heng (Chief Financial Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lim Mei Gie (Chief Risk Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lee Noushi (Head of Legal and Chief Compliance Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Low Tek Chee (Chief Technology Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]",Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong]
4,Card Schemes,Hong Leong Bank AirMiles Card,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65] [INHERITED from Hong Leong Bank Berhad - product brand governance]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite] [INHERITED from Hong Leong Bank Berhad - product brand governance],Malkit Singh (CFO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],Justin Soong (Group CRO) [RocketReach] [INHERITED from Hong Leong Bank Berhad - product brand governance],Jack Babani (CCO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],William Streitberg (Chief Info & Tech Officer) [The Org] [INHERITED from Hong Leong Bank Berhad - product brand governance],Chua Yew Lim (Chief Internal Auditor) [Official CG Report] [INHERITED from Hong Leong Bank Berhad - product brand governance]
1,Licensed Banks,Hong Leong Bank Berhad,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [The Org - unverified],Justin Soong (Group CRO) [RocketReach],Jack Babani (CCO) [The Org - unverified],William Streitberg (Chief Info & Tech Officer) [The Org],Chua Yew Lim (Chief Internal Auditor) [Official CG Report]
2,Investment Banks,Hong Leong Investment Bank Berhad,"NOT FOUND [No CISO in Annual Report 2024 ""Key Senior Management"" (8 people). Website is JS SPA. Source: hlib.com.my/Files/AnnualReports/HL_Capital_AR2024.pdf]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
1,Licensed Banks,Hong Leong Islamic Bank Berhad,"Dr. Simon Hoh (CISO) [Group-level: Hong Leong Bank, TheOrg, conf 60]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
3,MSBs,I.Destinasi Sdn Bhd (IDSB),NOT FOUND [Malaysian MSB licensee. No public leadership information. 0/7 target roles.],,,,,,
1,Licensed Banks,ICBC (Malaysia) Berhad,"CEO: Geng Hao (MD/CEO, appointed 26 Sep 2024) [Official: malaysia.icbc.com.cn, conf 95]","NOT FOUND [Official: malaysia.icbc.com.cn/en/column/1438058793782362235.html (Directors page, 5 directors) — no Senior Management page exists. BNM Pillar 3 Disclosure 31 Dec 2025 names only CEO as attestee. conf 35]",NOT FOUND [Official: malaysia.icbc.com.cn + BNM Pillar 3 Disclosure 31 Dec 2025 + 16 years of GP8 quarterly filings — CFO not named in any public source. CEO (Geng Hao) is only executive director on Board. conf 35],"Sum Leng Kuang (Chairman, Board Risk Management Committee) [Official: malaysia.icbc.com.cn, conf 85]","Liau Cheek (Chief Compliance Officer) [RocketReach, conf 65]",NOT FOUND [Official: malaysia.icbc.com.cn + 16 years of Pillar 3 Disclosures (2010-2025) + 16 years of quarterly financial results — CIO not named in any public source. conf 35],Chin Chee Kong (Audit Committee Chair)
3,MSBs,Instarem Sdn Bhd,NOT FOUND [Official: nium.com/about-us (7 global execs) — no global or Malaysia-specific CISO listed. CISO function overseen by CTO (Sekhar Cidambi). conf 30],NOT FOUND [Official: nium.com/about-us — no Malaysia-specific Head of GRC. Global Chief Risk and Compliance Officer (Amaresh Mohan) functionally covers GRC for all Nium markets including Malaysia. conf 35],"Andre Mancl (Chief Financial Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Sekhar Cidambi (Chief Technology Officer, Nium global) [Official: nium.com/about-us, conf 95]",NOT FOUND [Official: nium.com/about-us — no global or Malaysia-specific Head of Internal Audit listed. Likely outsourced or below C-suite. conf 25]
5,GLC-Linked,Iskandar Waterfront City,"NOT FOUND [Small Bursa-listed property developer (code 8256-A, iwcity.com.my). Management team confirmed: Executive Vice Chairman Tan Sri Dato' Lim Kang Hoo, Executive Director Mr Lim Chen Herng, COO Mr Lim Fang Ching (iwcity.com.my, conf 95). 0/7 target C-suite roles - small developer, no dedicated CFO/CRO/CISO/CIO/Compliance/IA/GRC.]",,,,,,
1,Licensed Banks,J.P. Morgan Chase Bank Malaysia Berhad,,,,,"Gail Koh De Josselin (Executive Director; CCO SE Asia) [Official CG Statement FY2024, conf 85]",,
2,Investment Banks,JCL Corporation Sdn Bhd,"ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). No Bursa/SSM record. Likely mislabel or placeholder.]",,,,,,
6,Fintech Sandbox,Jirnexu (M) Sdn Bhd,NOT FOUND [Operates RinggitPlus.com and CompareHero. Founded 2012 KL. ringgitplus.com DNS-fails (Cloudflare 1016). Founders (Ramanuja/Rohit Maheshwari) reported but unverified (conf 50). 0/7 target roles.],,,,,,
5,GLC-Linked,Johor Corporation (JCorp),NOT FOUND [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF — no CISO or Head of Information Security listed. Security function likely subsumed under Chief Digital Officer (Ahmad Yusri Mohamed). conf 30],"Mohd Azmi Hitam (Chief Governance Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Rozaini Mohd Sani (Chief Financial Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]",NOT FOUND [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF — no CRO or Head of Risk Management named. Risk function consolidated under Chief Governance Officer (Mohd Azmi Hitam) within Governance and Risk Division (GRD). conf 30],"Mohd Azmi Hitam (Chief Governance Officer, leads Governance and Risk Division - GRD) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 80 - Chief Governance Officer functionally covers compliance; GRD is the functional umbrella for compliance]","Ahmad Yusri Mohamed (Chief Digital Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Mohd Nordin Jamaludin (Chief Corporate Services Officer) [Official: jcorp.com.my/our-leadership + JCorp 2023 Integrated Report PDF, conf 70 - Corporate Services typically encompasses audit, risk, and governance support; Board Audit and Risk Committee (BARC) provides board-level oversight]"
4,Payment Operators,JomPAY (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]",
6,Fintech Sandbox,KAF Digital Bank,CEO: Suzaini bin Mukhtar [Confirmed: web search/firecrawl - multiple sources],,,,,,
6,Fintech Sandbox,KAF Digital Bank Berhad,CEO: Suzaini bin Mukhtar [Confirmed: web search/firecrawl - multiple sources],,,,,,
6,Fintech Sandbox,KDI Save Sdn Bhd,NOT FOUND [Fintech under KDI Group. No public leadership information. 0/7 target roles.],,,,,,
5,GLC-Linked,KWSP Investment Division (Alternative Assets),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Direct Investments),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Real Estate),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
2,Investment Banks,Kenanga Investment Bank Berhad,Low Jia Yee — Chief Technology Officer (CISO-equivalent) [Official: kenanga.com.my/who-we-are/our-people/company/kenanga-investment-bank-berhad/] | conf 75 | No dedicated CISO/Head of IT Security among 25+ executives. CTO is closest equivalent.,Tai Yan Fee (CRO) + Choo Siew Fun (Compliance) [Group-level composite],Cheong Boon Kak (Group Chief Financial & Operations Officer) [Official: kenanga.com.my],Tai Yan Fee (Group Chief Risk Officer) [Official: kenanga.com.my],Choo Siew Fun (Group Chief Compliance & Ethics Officer) [Official: kenanga.com.my],Low Jia Yee (Chief Technology Officer) [Official: kenanga.com.my],Terence Tan Kian Meng (Group Chief Internal Auditor) [Official: kenanga.com.my]
5,GLC-Linked,Khazanah Nasional Berhad,NOT FOUND [Not listed on official khazanah.com.my leadership pages (22+ executives listed). Likely internal position not publicly disclosed. ARC (Audit & Risk Committee) at board level: Chairman Wong Kang Hwee.],"Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Faridah Bakar Ali (Chief Financial Officer) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined GRC+CRO+Compliance role]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined role]","Datuk Hisham Hamdan (Chief Investment Officer) [Official: khazanah.com.my/responsible-stewardship/leadership/executive-management, conf 95]",NOT FOUND [Not listed on official khazanah.com.my. ARC oversees internal/external auditors at board level but Head of IA not publicly named. Likely internal position.]
3,Cooperatives,Koperasi Angkatan Tentera,,,,,,,
3,Cooperatives,Koperasi Guru Malaysia,,,,,,,
3,Cooperatives,Koperasi Johor,,,,,,,
3,Cooperatives,Koperasi KL,,,,,,,
3,Cooperatives,Koperasi Kakitangan Kerajaan,,,,,,,
3,Cooperatives,Koperasi Kedah,,,,,,,
3,Cooperatives,Koperasi Kelantan,,,,,,,
3,Cooperatives,Koperasi Labuan,,,,,,,
3,Cooperatives,Koperasi Melaka,,,,,,,
3,Cooperatives,Koperasi Negeri Sembilan,,,,,,,
3,Cooperatives,Koperasi Pahang,,,,,,,
3,Cooperatives,Koperasi Perak,,,,,,,
3,Cooperatives,Koperasi Perlis,,,,,,,
3,Cooperatives,Koperasi Polis Diraja Malaysia,,,,,,,
3,Cooperatives,Koperasi Pulau Pinang,,,,,,,
3,Cooperatives,Koperasi Putrajaya,,,,,,,
3,Cooperatives,Koperasi Sabah,,,,,,,
3,Cooperatives,Koperasi Sarawak,,,,,,,
3,Cooperatives,Koperasi Selangor,,,,,,,
3,Cooperatives,Koperasi Tentera Malaysia,,,,,,,
3,Cooperatives,Koperasi Terengganu,,,,,,,
5,GLC-Linked,Kumpulan Wang Simpanan Pekerja (KWSP),"Jasmine Goh (Head of Digital Security) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohd Dali Jasmin (Head of Integrity & Corporate Governance) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohamad Hafiz Kassim (Chief Finance Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Rozlina Abd Samad (Head of Risk Management) [kwsp.gov.my via Wayback, MEDIUM-75]","Chong Yee Leng (Head of Operational Compliance) [kwsp.gov.my via Wayback, MEDIUM-75]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohammad Nasir Ismail (Head of Internal Audit) [kwsp.gov.my via Wayback, MEDIUM-75]"
2,Insurers,Kurnia Insurans (Malaysia) Berhad,CEO (Country): Junior Cho - Country Chief Executive Officer Zurich Malaysia; CEO Zurich General Insurance Malaysia Berhad [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders]; Note: Kurnia acquired by Zurich Insurance Group,rebranded as Zurich General Insurance Malaysia Berhad,,,"Peter Ong (Chief Compliance Officer) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]","Ganesan Vaithilingam (CIO) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]; CEO: Puneet Pasricha (CEO, AmGeneral Insurance Berhad) [Official: amassurance.com.my, conf 90]","Tan Bee Chuan (Chief Internal Auditor) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]"
