Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,MSBs,CurrencyFair (Malaysia) Sdn Bhd,"NOT FOUND [Parent: CurrencyFair (Irish). CEO Brett Meyers (Wikipedia, conf 85, non-target). currencyfair.com has no leadership names. No Malaysia office listed. 0/7 target roles.]",NOT FOUND [CurrencyFair Malaysia is a subsidiary of CurrencyFair (Ireland). No Malaysia-specific C-suite. Functions handled at CurrencyFair HQ level (Ireland). conf 90],NOT FOUND [CurrencyFair Malaysia is a subsidiary of CurrencyFair (Ireland). No Malaysia-specific C-suite. Functions handled at CurrencyFair HQ level (Ireland). conf 90],NOT FOUND [CurrencyFair Malaysia is a subsidiary of CurrencyFair (Ireland). No Malaysia-specific C-suite. Functions handled at CurrencyFair HQ level (Ireland). conf 90],NOT FOUND [CurrencyFair Malaysia is a subsidiary of CurrencyFair (Ireland). No Malaysia-specific C-suite. Functions handled at CurrencyFair HQ level (Ireland). conf 90],NOT FOUND [CurrencyFair Malaysia is a subsidiary of CurrencyFair (Ireland). No Malaysia-specific C-suite. Functions handled at CurrencyFair HQ level (Ireland). conf 90],NOT FOUND [CurrencyFair Malaysia is a subsidiary of CurrencyFair (Ireland). No Malaysia-specific C-suite. Functions handled at CurrencyFair HQ level (Ireland). conf 90]
1,Licensed Banks,Deutsche Bank (Malaysia) Berhad,"Jeng Yean Won (CISO Malaysia, Thailand & Vietnam) [LinkedIn: my.linkedin.com/in/jengyeanwon, conf 65]","NOT FOUND [Confirmed Aug 2026 via Deutsche Bank MY Full Year Financials 2025 (174pp PDF) + Pillar 3 Disclosure 2025 (69pp PDF) from country.db.com/malaysia. CEO: Dato' Yusof Annuar bin Yaacob (ED). Board: Datin Wan Daneena Liza binti Wan Abdul Rahman (Chairperson), Dato' Yusof Annuar (ED), Chong Kin Leong (ID), Tunku Zain Al-Abidin Ibni Tuanku Muhriz (ID), Christiaan Johannes Bezuidenhout (NID). CFO: Liew Yeh Yin (Officer primarily responsible for financial management, FY2025). CRO: Surabhi Agarwal (confirmed). CISO: Jeng Yean Won (confirmed). Annual report mentions ""Head of Compliance"" and ""Chief Internal Auditor – Malaysia"" by TITLE ONLY, no names. UNVERIFIED LEAD: Jenice Tan (possibly ""Head of Compliance and Anti-Financial Crime"", LinkedIn snippet my.linkedin.com/in/jenice-tan-467071207, conf 40 — could not verify).]","Liew Yeh Yin (Officer primarily responsible for the financial management of Deutsche Bank (Malaysia) Berhad) [Official: Deutsche Bank Malaysia FY2025 Audited Financial Statements Statutory Declaration (page 50): ""I, Liew Yeh Yin, being the Officer primarily responsible for the financial management of Deutsche Bank (Malaysia) Berhad""; also confirmed FY2024 FS page 48; deutschehelix.db.com/malaysia, conf 95]","Surabhi Agarwal (Chief Risk Officer) [LinkedIn, conf 65]","NOT FOUND [Confirmed Aug 2026 via Deutsche Bank MY Full Year Financials 2025 (174pp PDF) + Pillar 3 Disclosure 2025 (69pp PDF) from country.db.com/malaysia. CEO: Dato' Yusof Annuar bin Yaacob (ED). Board: Datin Wan Daneena Liza binti Wan Abdul Rahman (Chairperson), Dato' Yusof Annuar (ED), Chong Kin Leong (ID), Tunku Zain Al-Abidin Ibni Tuanku Muhriz (ID), Christiaan Johannes Bezuidenhout (NID). CFO: Liew Yeh Yin (Officer primarily responsible for financial management, FY2025). CRO: Surabhi Agarwal (confirmed). CISO: Jeng Yean Won (confirmed). Annual report mentions ""Head of Compliance"" and ""Chief Internal Auditor – Malaysia"" by TITLE ONLY, no names. UNVERIFIED LEAD: Jenice Tan (possibly ""Head of Compliance and Anti-Financial Crime"", LinkedIn snippet my.linkedin.com/in/jenice-tan-467071207, conf 40 — could not verify).] UNVERIFIED LEAD: Jenice Tan (LinkedIn snippet, conf 40, unverified).","NOT FOUND [Confirmed Aug 2026 via Deutsche Bank MY Full Year Financials 2025 (174pp PDF) + Pillar 3 Disclosure 2025 (69pp PDF) from country.db.com/malaysia. CEO: Dato' Yusof Annuar bin Yaacob (ED). Board: Datin Wan Daneena Liza binti Wan Abdul Rahman (Chairperson), Dato' Yusof Annuar (ED), Chong Kin Leong (ID), Tunku Zain Al-Abidin Ibni Tuanku Muhriz (ID), Christiaan Johannes Bezuidenhout (NID). CFO: Liew Yeh Yin (Officer primarily responsible for financial management, FY2025). CRO: Surabhi Agarwal (confirmed). CISO: Jeng Yean Won (confirmed). Annual report mentions ""Head of Compliance"" and ""Chief Internal Auditor – Malaysia"" by TITLE ONLY, no names. UNVERIFIED LEAD: Jenice Tan (possibly ""Head of Compliance and Anti-Financial Crime"", LinkedIn snippet my.linkedin.com/in/jenice-tan-467071207, conf 40 — could not verify).]","NOT FOUND [Confirmed Aug 2026 via Deutsche Bank MY Full Year Financials 2025 (174pp PDF) + Pillar 3 Disclosure 2025 (69pp PDF) from country.db.com/malaysia. CEO: Dato' Yusof Annuar bin Yaacob (ED). Board: Datin Wan Daneena Liza binti Wan Abdul Rahman (Chairperson), Dato' Yusof Annuar (ED), Chong Kin Leong (ID), Tunku Zain Al-Abidin Ibni Tuanku Muhriz (ID), Christiaan Johannes Bezuidenhout (NID). CFO: Liew Yeh Yin (Officer primarily responsible for financial management, FY2025). CRO: Surabhi Agarwal (confirmed). CISO: Jeng Yean Won (confirmed). Annual report mentions ""Head of Compliance"" and ""Chief Internal Auditor – Malaysia"" by TITLE ONLY, no names. UNVERIFIED LEAD: Jenice Tan (possibly ""Head of Compliance and Anti-Financial Crime"", LinkedIn snippet my.linkedin.com/in/jenice-tan-467071207, conf 40 — could not verify).]"
4,Payment Operators,DuitNow (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
3,Development FIs,EXIM Bank Malaysia,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]","Wan Noorazli Maula Wan Suleiman (Head of Legal, Governance & Recovery) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite, BPMB Group] [Official: bpmb.com.my]","Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my/about-us/leadership]","Abdul Hadi Jusoh (Chief Risk Officer) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO, BPMB) [Official: bpmb.com.my]","Nizam Samad (Chief Compliance Officer) [Official: exim.com.my]; Rohayati Talha (Group CCO, BPMB) [Official: bpmb.com.my]","Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership]","Shahrul Farelli Zulkiffli (Chief Internal Auditor) [Official: exim.com.my]; Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my]"
2,Insurers,Etiqa General Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Insurers,Etiqa Life Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Takaful,Etiqa Takaful Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
4,Payment Operators,FPX (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
2,Insurers,FWD Insurance Berhad,"NOT FOUND [Confirmed Jul 31 2026: FWD Malaysia Holdings (FMH) leadership page (fwd.com.my/about-us/fmh/meet-our-team) lists 9 management team members: CEO, CFO (Yeoh Eng Hun), Chief Governance Officer (Anita Menon), Head of IA (Cheryl Lim), etc. No CISO role listed. CISO function likely managed at FWD Group/regional level. conf 95]","Anita Menon (Chief Governance Officer) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 100]","Yeoh Eng Hun (Chief Financial Officer) [Official: fwd.com.my/about-us/ins/meet-our-team + fwd.com.my/about-us/fmh/meet-our-team, conf 100]","Anita Menon (Chief Governance Officer / Acting Head of Risk) [Official: fwd.com.my/about-us/ins/meet-our-team + fwd.com.my/about-us/fmh/meet-our-team, conf 100]","Anita Menon (Chief Governance Officer, oversees compliance) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 80]. FWD Takaful: Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 100]","NOT FOUND [Confirmed Jul 31 2026: FWD Malaysia Holdings leadership page lists 9 SMT members. No CIO/CTO role listed. IT function likely managed at FWD Group level (FWD is a digital-first insurer, technology managed centrally). conf 90]","Cheryl Lim (Head of Internal Audit) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 100]"
2,Takaful,Family Takaful Berhad,"Nazaruddin Adha bin Md Noor (Chief Technology Officer - CISO-equivalent) [Official: takaful-malaysia.com.my/en/about-us/our-leaders, conf 75 - CISO-equivalent, no dedicated CISO published]","Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]","Shizal Fisham Ramli (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 85 - note: same name appears at Takaful Malaysia GRC; cross-entity role]","Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
3,MSBs,G2G Online (Malaysia) Sdn Bhd,NOT FOUND [Malaysian MSB licensee; distinct from g2g.com gaming marketplace. No public leadership information. 0/7 target roles.] [conf 85],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90]
6,Fintech Sandbox,GX Bank Berhad,"NOT FOUND [Confirmed Aug 2026: gxbank.my/our-leadership fully scraped (24K chars, 13 executives). CEO: Kaushik Chowdhury. Deputy CEO/COO: Hildah Hamzah. CTO: Nishant Sharma (closest to CISO — oversees technology). CRO: Kiyoka Thaam. CFO: Kenneth Leong. Head of Compliance: Nadia Farhan Noordin. Head of IA: Karina Sivam. No dedicated CISO listed on official leadership page. As a digital bank, cybersecurity likely falls under CTO or yet-to-be-announced dedicated CISO.]",Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
6,Fintech Sandbox,GXBank Berhad,,Kiyoka Thaam,Kenneth Leong,Kiyoka Thaam,Nadia Farhan Noordin,Nishant Sharma,Karina Sivam
2,Takaful,General Takaful Berhad,Not publicly disclosed on official leadership page,"Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]","Not publicly disclosed on leadership page [Official: takaful-malaysia.com.my/en/about-us/our-leaders, Jul 2026. Chief Governance Officer covers risk function. conf 90]","Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
2,Insurers,Generali Insurance Malaysia Berhad,"NOT FOUND [Confirmed Aug 2026: generali.com.my/about-generali/leadership fully scraped (5K chars, complete leadership team). CEO: Fabrice Benard. Chief Distribution Officer: Lee Chee Fooi. Chief Transformation Officer: Laurent Crouet. Chief Compliance Officer: Nor Hakimah Abdul Latiff. CFO: Tony Lin. COO: May Chan (Generali Life). No CISO, Head of IT, or Head of Information Security listed on official leadership page.]",Haneeza Abdul Kadir (General Counsel) [Official: generali.com.my/about-generali/leadership - General Counsel oversees legal & governance functions for Generali Malaysia (GMI). Conf 85],Tony Lin (Chief Financial Officer) [Official: generali.com.my conf 90],Vincent Fong (Chief Risk Officer) [Official: generali.com.my conf 90],Nor Hakimah Abdul Latiff (Chief Compliance Officer) [Official: generali.com.my],Laurent Crouet (Chief Transformation Officer) [Official: generali.com.my conf 90],Vivian Ho (Chief Internal Auditor) [Official: generali.com.my]
2,Insurers,Generali Life Insurance Malaysia Berhad,Aaron Ooi Yen Keat (Chief Information Security Officer) [LinkedIn: Indonesian CIO Network post welcoming Aaron Ooi as CISO at Generali Life Insurance Malaysia; also referenced in Festival of Digitalized Innovation 2026 coverage. Official leadership page (generali.com.my/about-generali/leadership) does not list CISO separately — role confirmed via LinkedIn conf 80],Vincent Fong (CRO) + Aw Teck Yee (Compliance) [Composite],Tony Lin (Chief Financial Officer) [Official: generali.com.my],Vincent Fong (Chief Risk Officer) [Official: generali.com.my],Aw Teck Yee (Head of Compliance & AML) [Official: generali.com.my],Not publicly disclosed on official leadership page,George Tan (Head of Internal Audit) [Official: generali.com.my]
4,E-Money,GrabPay (Grab Malaysia),,,Peter Oey,,,Suthen Thomas Paradatheth,
3,MSBs,GrabPay Malaysia Sdn Bhd,NOT FOUND — CISO function managed at Grab group level (Singapore); not separately published for Malaysian entity [conf 90],"NOT FOUND [Not publicly disclosed. Likely centralized at Grab Financial Group (regional) or Grab Holdings (Singapore) level. Sources: grab.com, Wikipedia, firecrawl agents.] [conf 90]","Peter Oey (Group CFO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CFO published] [INHERITED from Grab Holdings Group - parent]",NOT FOUND — CRO function managed at Grab group level (Singapore); not separately published for Malaysian entity [conf 90],NOT FOUND — Compliance function managed at Grab group level (Singapore); not separately published for Malaysian entity [conf 90],"Suthen Thomas Paradatheth (Group CTO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CTO published] [INHERITED from Grab Holdings Group - parent]",NOT FOUND — Internal audit function managed at Grab group level (Singapore); not separately published for Malaysian entity [conf 90]
2,Insurers,Great Eastern General Insurance (Malaysia) Berhad,"Vincent Chin (Division Head, Information Technology — CISO-equivalent for GE Group) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html, conf 70 — group-level IT head]",Liza Hanim Zainal Abidin (Legal/Compliance) + Audra Chung Kit Li (Audit),"Cheng Chuen Chee (Chief Financial Officer, assumed role Jul 2024) [Official: greateasternlife.com, conf 95]","Teo Chun Seng (Division Head, Risk Management) [Group role - Official: greateasternlife.com]",Liza Hanim Zainal Abidin,Vincent Chin,Audra Chung Kit Li
2,Insurers,Great Eastern Life Assurance (Malaysia) Berhad,"Vincent Chin — Division Head, Information Technology (CISO-equivalent: handles technology risk management & IT governance) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html] | conf 75 | No dedicated CISO role listed; IT division covers infosec function.","Liza Hanim Zainal Abidin (Division Head, Company Secretary and Legal) [Official: greateasternlife.com]","Loke Chang Yueh (CFO, joined 2013) [Official: greateasternlife.com]","Teo Chun Seng (Division Head of Risk Management, appointed 1 Jan 2023) [Official: greateasternlife.com]","Helen Quat Li Huang (Division Head of Compliance, appointed 1 Jan 2023) [Official: greateasternlife.com]","Vincent Chin (Head of IT, joined 2007) [Official: greateasternlife.com] + Gary Goh (MD for Group IT, appointed Jan 2025, group-level Singapore) [ET CIO SEA: ciosea.economictimes.indiatimes.com/news/corporate/great-eastern-life-appoints-gary-goh-as-its-md-for-group-it/117069702, conf 85 — former CTO at AIA Malaysia 6yrs, MetLife 14yrs]","Audra Chung Kit Li (Chief Internal Auditor, joined 2005) [Official: greateasternlife.com]"
2,Takaful,HSBC Amanah Takaful (Malaysia) Berhad,"Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Muhammad Afiq bin Hamzah (Acting Chief Financial Officer) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95 — confirmed. Title is ""Acting CFO""]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95 — confirmed. 1 of 6 executive management team members]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]"
1,Licensed Banks,HSBC Bank Malaysia Berhad,"NOT FOUND [Confirmed Aug 2026: about.hsbc.com.my/hsbc-in-malaysia scraped — only Board of Directors page available (6 directors). Management team page (/hsbc-in-malaysia/management-team) returns 404. CEO: Dato' Omar Siddiq (NIED, CEO & Head of Banking, confirmed). CISO not publicly disclosed. HSBC does not list Malaysia-specific CISO on website or in search results.]","Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard]; CEO: Dato Omar Siddiq (CEO and Head of Banking) [Official: hsbc.com.my, conf 95]",Elly Neoh (CFO),Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard],Brian McGuire (Chief Compliance Officer) [TheOfficialBoard],Mei Ling Soo (CIO),"Sherlyn Cheah (Country Head of Audit Malaysia) [LinkedIn: my.linkedin.com/in/sherlyn-cheah-a8215a13a + TheOfficialBoard: theofficialboard.com/biography/sherlyn-cheah-25d91, conf 85]"
2,Insurers,Hong Leong Assurance Berhad,Low Tek Chee — Chief Technology Officer (CISO-equivalent) [Official: hla.com.my/en/know-us/leadership.html] | conf 75 | No dedicated CISO/Head of Information Security role among 13 executives. CTO is closest equivalent.,Lim Mei Gie (CRO) + Lee Noushi (Compliance) [Composite],"Ong Kheng Heng (Chief Financial Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lim Mei Gie (Chief Risk Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lee Noushi (Head of Legal and Chief Compliance Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Low Tek Chee (Chief Technology Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]",Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong]
4,Card Schemes,Hong Leong Bank AirMiles Card,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65] [INHERITED from Hong Leong Bank Berhad - product brand governance]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite] [INHERITED from Hong Leong Bank Berhad - product brand governance],Malkit Singh (CFO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],Justin Soong (Group CRO) [RocketReach] [INHERITED from Hong Leong Bank Berhad - product brand governance],Jack Babani (CCO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],William Streitberg (Chief Info & Tech Officer) [The Org] [INHERITED from Hong Leong Bank Berhad - product brand governance],Chua Yew Lim (Chief Internal Auditor) [Official CG Report] [INHERITED from Hong Leong Bank Berhad - product brand governance]
1,Licensed Banks,Hong Leong Bank Berhad,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [The Org - unverified],Justin Soong (Group CRO) [RocketReach],Jack Babani (CCO) [The Org - unverified],William Streitberg (Chief Info & Tech Officer) [The Org],Chua Yew Lim (Chief Internal Auditor) [Official CG Report]
2,Investment Banks,Hong Leong Investment Bank Berhad,"Dr. Simon Hoh (Group CISO) [Group-level: Hong Leong Bank, TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 60 - HL Capital AR 2025 lists 7 KSM members, no CISO; inherited from HLB group]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],"San Kah Yee (Chief Financial Officer, HLIB) [Official: HL Capital AR 2025 Key Senior Management (hlib.com.my/Files/AnnualReports/HL_Capital_AR2025.pdf), conf 95 — entity-specific CFO for HLIB. Previous group-level fill Malkit Singh is HL Bank Group CFO; AR 2025 confirms San Kah Yee as HLIB CFO]",Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
1,Licensed Banks,Hong Leong Islamic Bank Berhad,"Dr. Simon Hoh (CISO) [Group-level: Hong Leong Bank, TheOrg, conf 60]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
3,MSBs,I.Destinasi Sdn Bhd (IDSB),NOT FOUND [Malaysian MSB licensee. No public leadership information. 0/7 target roles.] [conf 85],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90]
