Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,MSBs,GrabPay Malaysia Sdn Bhd,"NOT FOUND [GrabPay = Grab Holdings (Nasdaq:GRAB) digital payments arm, BNM e-money issuer. grab.com/my has no leadership names. Parent CEO: Anthony Tan, COO: Alex Hungate (Wikipedia, conf 85, non-target). CFO NOT VERIFIABLE - SEC EDGAR 20-F + investors.grab.com blocked by antibot in research session. Grab Financial Group owns GrabPay; no separate leadership published. 0/7 target roles verified.]",,,,,,
2,Insurers,Great Eastern General Insurance (Malaysia) Berhad,"NOT FOUND [No dedicated CISO. COO Jarron Khoo Eng Siong oversees ""operations and technology"". Source: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html]",Liza Hanim Zainal Abidin (Legal/Compliance) + Audra Chung Kit Li (Audit),"Cheng Chuen Chee (Chief Financial Officer, assumed role Jul 2024) [Official: greateasternlife.com, conf 95]","Teo Chun Seng (Division Head, Risk Management) [Group role - Official: greateasternlife.com]",Liza Hanim Zainal Abidin,Vincent Chin,Audra Chung Kit Li
2,Insurers,Great Eastern Life Assurance (Malaysia) Berhad,"Vincent Chin — Division Head, Information Technology (CISO-equivalent: handles technology risk management & IT governance) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html] | conf 75 | No dedicated CISO role listed; IT division covers infosec function.","Liza Hanim Zainal Abidin (Division Head, Company Secretary and Legal) [Official: greateasternlife.com]","Loke Chang Yueh (CFO, joined 2013) [Official: greateasternlife.com]","Teo Chun Seng (Division Head of Risk Management, appointed 1 Jan 2023) [Official: greateasternlife.com]","Helen Quat Li Huang (Division Head of Compliance, appointed 1 Jan 2023) [Official: greateasternlife.com]","Vincent Chin (Head of IT, joined 2007) [Official: greateasternlife.com]","Audra Chung Kit Li (Chief Internal Auditor, joined 2005) [Official: greateasternlife.com]"
2,Takaful,HSBC Amanah Takaful (Malaysia) Berhad,,,"Muhammad Afiq bin Hamzah (Acting Chief Financial Officer) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95]",,"Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95]",,
1,Licensed Banks,HSBC Bank Malaysia Berhad,,"Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard]; CEO: Dato Omar Siddiq (CEO and Head of Banking) [Official: hsbc.com.my, conf 95]",Elly Neoh (CFO),Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard],Brian McGuire (Chief Compliance Officer) [TheOfficialBoard],Mei Ling Soo (CIO),
2,Insurers,Hong Leong Assurance Berhad,Low Tek Chee — Chief Technology Officer (CISO-equivalent) [Official: hla.com.my/en/know-us/leadership.html] | conf 75 | No dedicated CISO/Head of Information Security role among 13 executives. CTO is closest equivalent.,Lim Mei Gie (CRO) + Lee Noushi (Compliance) [Composite],"Ong Kheng Heng (Chief Financial Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lim Mei Gie (Chief Risk Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lee Noushi (Head of Legal and Chief Compliance Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Low Tek Chee (Chief Technology Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]",Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong]
4,Card Schemes,Hong Leong Bank AirMiles Card,,,,,,,
1,Licensed Banks,Hong Leong Bank Berhad,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [The Org - unverified],Justin Soong (Group CRO) [RocketReach],Jack Babani (CCO) [The Org - unverified],William Streitberg (Chief Info & Tech Officer) [The Org],Chua Yew Lim (Chief Internal Auditor) [Official CG Report]
2,Investment Banks,Hong Leong Investment Bank Berhad,"NOT FOUND [No CISO in Annual Report 2024 ""Key Senior Management"" (8 people). Website is JS SPA. Source: hlib.com.my/Files/AnnualReports/HL_Capital_AR2024.pdf]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
1,Licensed Banks,Hong Leong Islamic Bank Berhad,"Dr. Simon Hoh (CISO) [Group-level: Hong Leong Bank, TheOrg, conf 60]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
3,MSBs,I.Destinasi Sdn Bhd (IDSB),NOT FOUND [Malaysian MSB licensee. No public leadership information. 0/7 target roles.],,,,,,
1,Licensed Banks,ICBC (Malaysia) Berhad,"CEO: Geng Hao (MD/CEO, appointed 26 Sep 2024) [Official: malaysia.icbc.com.cn, conf 95]",,,"Sum Leng Kuang (Chairman, Board Risk Management Committee) [Official: malaysia.icbc.com.cn, conf 85]","Liau Cheek (Chief Compliance Officer) [RocketReach, conf 65]",,Chin Chee Kong (Audit Committee Chair)
3,MSBs,Instarem Sdn Bhd,,,"Andre Mancl (Chief Financial Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Sekhar Cidambi (Chief Technology Officer, Nium global) [Official: nium.com/about-us, conf 95]",
5,GLC-Linked,Iskandar Waterfront City,"NOT FOUND [Small Bursa-listed property developer (code 8256-A, iwcity.com.my). Management team confirmed: Executive Vice Chairman Tan Sri Dato' Lim Kang Hoo, Executive Director Mr Lim Chen Herng, COO Mr Lim Fang Ching (iwcity.com.my, conf 95). 0/7 target C-suite roles - small developer, no dedicated CFO/CRO/CISO/CIO/Compliance/IA/GRC.]",,,,,,
1,Licensed Banks,J.P. Morgan Chase Bank Malaysia Berhad,,,,,"Gail Koh De Josselin (Executive Director; CCO SE Asia) [Official CG Statement FY2024, conf 85]",,
2,Investment Banks,JCL Corporation Sdn Bhd,"ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). No Bursa/SSM record. Likely mislabel or placeholder.]",,,,,,
6,Fintech Sandbox,Jirnexu (M) Sdn Bhd,NOT FOUND [Operates RinggitPlus.com and CompareHero. Founded 2012 KL. ringgitplus.com DNS-fails (Cloudflare 1016). Founders (Ramanuja/Rohit Maheshwari) reported but unverified (conf 50). 0/7 target roles.],,,,,,
5,GLC-Linked,Johor Corporation (JCorp),,"Mohd Azmi Hitam (Chief Governance Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]","Rozaini Mohd Sani (Chief Financial Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]",,,"Ahmad Yusri Mohamed (Chief Digital Officer) [Official: jcorp.com.my/our-leadership, 2026-07-13]",
4,Payment Operators,JomPAY (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - JomPAY is a PayNet product, inherited, conf 85]",
6,Fintech Sandbox,KAF Digital Bank,CEO: Suzaini bin Mukhtar [Confirmed: web search/firecrawl - multiple sources],,,,,,
6,Fintech Sandbox,KAF Digital Bank Berhad,CEO: Suzaini bin Mukhtar [Confirmed: web search/firecrawl - multiple sources],,,,,,
6,Fintech Sandbox,KDI Save Sdn Bhd,NOT FOUND [Fintech under KDI Group. No public leadership information. 0/7 target roles.],,,,,,
5,GLC-Linked,KWSP Investment Division (Alternative Assets),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Direct Investments),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
5,GLC-Linked,KWSP Investment Division (Real Estate),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
2,Investment Banks,Kenanga Investment Bank Berhad,Low Jia Yee — Chief Technology Officer (CISO-equivalent) [Official: kenanga.com.my/who-we-are/our-people/company/kenanga-investment-bank-berhad/] | conf 75 | No dedicated CISO/Head of IT Security among 25+ executives. CTO is closest equivalent.,Tai Yan Fee (CRO) + Choo Siew Fun (Compliance) [Group-level composite],Cheong Boon Kak (Group Chief Financial & Operations Officer) [Official: kenanga.com.my],Tai Yan Fee (Group Chief Risk Officer) [Official: kenanga.com.my],Choo Siew Fun (Group Chief Compliance & Ethics Officer) [Official: kenanga.com.my],Low Jia Yee (Chief Technology Officer) [Official: kenanga.com.my],Terence Tan Kian Meng (Group Chief Internal Auditor) [Official: kenanga.com.my]
5,GLC-Linked,Khazanah Nasional Berhad,NOT FOUND [Not listed on official khazanah.com.my leadership pages (22+ executives listed). Likely internal position not publicly disclosed. ARC (Audit & Risk Committee) at board level: Chairman Wong Kang Hwee.],"Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Faridah Bakar Ali (Chief Financial Officer) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined GRC+CRO+Compliance role]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined role]","Datuk Hisham Hamdan (Chief Investment Officer) [Official: khazanah.com.my/responsible-stewardship/leadership/executive-management, conf 95]",NOT FOUND [Not listed on official khazanah.com.my. ARC oversees internal/external auditors at board level but Head of IA not publicly named. Likely internal position.]
3,Cooperatives,Koperasi Angkatan Tentera,,,,,,,
3,Cooperatives,Koperasi Guru Malaysia,,,,,,,
3,Cooperatives,Koperasi Johor,,,,,,,
3,Cooperatives,Koperasi KL,,,,,,,
3,Cooperatives,Koperasi Kakitangan Kerajaan,,,,,,,
3,Cooperatives,Koperasi Kedah,,,,,,,
3,Cooperatives,Koperasi Kelantan,,,,,,,
3,Cooperatives,Koperasi Labuan,,,,,,,
3,Cooperatives,Koperasi Melaka,,,,,,,
3,Cooperatives,Koperasi Negeri Sembilan,,,,,,,
3,Cooperatives,Koperasi Pahang,,,,,,,
3,Cooperatives,Koperasi Perak,,,,,,,
3,Cooperatives,Koperasi Perlis,,,,,,,
3,Cooperatives,Koperasi Polis Diraja Malaysia,,,,,,,
3,Cooperatives,Koperasi Pulau Pinang,,,,,,,
3,Cooperatives,Koperasi Putrajaya,,,,,,,
3,Cooperatives,Koperasi Sabah,,,,,,,
3,Cooperatives,Koperasi Sarawak,,,,,,,
3,Cooperatives,Koperasi Selangor,,,,,,,
3,Cooperatives,Koperasi Tentera Malaysia,,,,,,,
3,Cooperatives,Koperasi Terengganu,,,,,,,
5,GLC-Linked,Kumpulan Wang Simpanan Pekerja (KWSP),"Jasmine Goh (Head of Digital Security) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohd Dali Jasmin (Head of Integrity & Corporate Governance) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohamad Hafiz Kassim (Chief Finance Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Rozlina Abd Samad (Head of Risk Management) [kwsp.gov.my via Wayback, MEDIUM-75]","Chong Yee Leng (Head of Operational Compliance) [kwsp.gov.my via Wayback, MEDIUM-75]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohammad Nasir Ismail (Head of Internal Audit) [kwsp.gov.my via Wayback, MEDIUM-75]"
2,Insurers,Kurnia Insurans (Malaysia) Berhad,CEO (Country): Junior Cho - Country Chief Executive Officer Zurich Malaysia; CEO Zurich General Insurance Malaysia Berhad [Official: zurich.com.my/about-zurich/the-zurich-story/our-leaders]; Note: Kurnia acquired by Zurich Insurance Group,rebranded as Zurich General Insurance Malaysia Berhad,,,"Peter Ong (Chief Compliance Officer) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]","Ganesan Vaithilingam (CIO) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]; CEO: Puneet Pasricha (CEO, AmGeneral Insurance Berhad) [Official: amassurance.com.my, conf 90]","Tan Bee Chuan (Chief Internal Auditor) [The Org: theorg.com/org/amgeneral-insurance-berhad, conf 60 - marked Unverified]"
3,Development FIs,LPPSA,CEO: Not confirmed (management page is image-only; browser_vision identified names Farid/Zawawi/Zuwardi but roles unclear) [Searched: lppsa.gov.my - image-based page; web/firecrawl - limited],,,,,,
5,GLC-Linked,Lembaga Tabung Haji,NOT FOUND [CISO not in 2025 Annual Report (100pp). Cybersecurity oversight embedded in Risk & Compliance dept. Closest: Syahril Nizam Abu Hasan — Chief Risk & Compliance Officer. Source: tabunghaji.gov.my 2025 AR],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
2,Insurers,Liberty General Insurance Berhad,"Ganesan Vaithilingam — Chief Information Officer (CISO-equivalent: responsibilities include ""information security"" and ""Secure IT environment development"") [Official: libertyinsurance.com.my/corporate/management-team] | conf 72 | No dedicated CISO role; CIO handles infosec.",Jonathan Chong (CRO) + Suffian bin Abdul Rahman (Compliance) [Group-level composite],Suppiah Poongavanam (Chief Financial Officer) [Wayback Machine: libertyinsurance.com.my],Jonathan Chong (Chief Risk Officer) [Wayback Machine: libertyinsurance.com.my],Suffian bin Abdul Rahman (Chief Compliance Officer) [Wayback Machine: libertyinsurance.com.my],Ganesan Vaithilingam (Chief Information Officer) [Wayback Machine: libertyinsurance.com.my],Tan Bee Chuan (Chief Internal Auditor) [Wayback Machine: libertyinsurance.com.my]
2,Insurers,Lonpac Insurance Bhd,Lai Geng Farn (Chief Information Security Officer) [Official: lonpac.com],Lee Chiew Lai (CRO) + Mahinder Kaur a/p Kapal Singh (Compliance) [Composite],"Ng Seng Khin (Group Chief Financial Officer, designated 24 Jan 2025; CFO of Lonpac since 2019) [Official: lpicapital.com/about-us/management-team, conf 90]",Lee Chiew Lai (Chief Risk Officer) [Official: lonpac.com],Mahinder Kaur a/p Kapal Singh (Chief Compliance Officer) [Official: lonpac.com],Cynthia Ng Boon Howe (Chief Information Officer) [Official: lonpac.com],"Irene Hwang Siew Ling (Group Chief Internal Auditor, designated 24 Jan 2025; Chief Internal Auditor of Lonpac since 1998; MIA CA, CPA Malaysia) [Official: lpicapital.com/about-us/management-team, conf 90]"
4,E-Money,MAE by Maybank (Maybank Islamic),,,,,,,
4,E-Money,MAE by Maybank (Maybank2u),,,,,,,
3,Development FIs,MARA,CEO (Ketua Pengarah): Datuk Zulfikri Osman (appointed March 2025) [Official: mara.gov.my - management team page],,,,,"Dr. Azmi bin Amat Murjan (Timbalan Ketua Pengarah MARA (Khidmat Pengurusan) / Ketua Pegawai Digital (CDO)) [Official: mara.gov.my, conf 85]",
5,GLC-Linked,MARA (Majlis Amanah Rakyat),CEO (Ketua Pengarah): Datuk Zulfikri Osman (appointed March 2025) [Official: mara.gov.my - management team page],,,,,"Dr. Azmi bin Amat Murjan (Timbalan Ketua Pengarah MARA (Khidmat Pengurusan) / Ketua Pegawai Digital (CDO)) [Official: mara.gov.my, conf 85]",
2,Insurers,MCIS Insurance Berhad,,,Susan Conradie (Chief Financial Officer) [Official: mcis.my],"Nurliana binti Mat Lazim (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]",Norlin Fatima Albakri (Chief Compliance Officer) [Official: mcis.my],Ng Chee Sang (Chief Technology Officer) [Official: mcis.my],Noor Hayati binti Abu Yaziz (Chief Internal Auditor) [Official: mcis.my]
2,Investment Banks,MIDF Amanah Investment Bank Berhad,"CEO: Azizi Mustafa (Chief Executive Officer, MIDF Berhad) [Official: midf.com.my/key-management, conf 95]",Nor Azita Binti Sarip (SVP/Head Group Secretarial & Legal) [Official: midf.com.my],"Shahnaz Jammal (Group Chief Financial Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]","Laurence Ong Wooi Keat (Group Chief Risk Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Meor Ibrahim Othman (SVP/Head Group Compliance) [Official: midf.com.my],"Noor Azman Bin Abdul Karim (Group Chief Technology Officer, MBSB Bank) [Official: mbsb.com/corporate_about_team.html, conf 80 - Group-level]",Zanariah Daud (SVP/Head Group Control Assurance) [Official: midf.com.my]
2,Insurers,MSIG Insurance (Malaysia) Bhd,,,"Soh Lai Sim (COO, also Officer primarily responsible for financial management) [Official: MSIG Annual Report 2025]","Kelvin Hii Chee Yun (SVP, Enterprise Risk Management) [Official: MSIG Annual Report 2025]",,"Chin Jee Gwan (EVP IT, Digital, Bancassurance & Branding) [Official: MSIG Annual Report 2025]",
2,Investment Banks,Malaysia International Islamic Bank IB,"ENTITY NON-EXISTENT [No match on BNM licensed Islamic banks list (Bank Islam, Bank Muamalat, Maybank Islamic, CIMB Islamic, RHB Islamic, Hong Leong Islamic, AmIslamic, Affin Islamic, Public Bank Islamic, KFH, Bank Rakyat, Agrobank). No BNM/Bursa/SSM record. Likely mislabel or placeholder.]",,,,,,
2,Insurers,Manulife Insurance Berhad,,,"Ng Chun Nam (Chief Financial Officer) [Official: Manulife Annual Report 2024, conf 85]","Mohd Naim Mohd Arsad (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 90]","Senthil Woon (Chief Compliance Officer) [RocketReach, conf 50]; CEO: Vibha Hamsi Coburn (confirmed [Official: manulife.com.my board page, conf 95]); Board Risk Cmte Chair: Arthur Jay Belfer; Audit Cmte Chair: Vijayam Nadarajah [Official: manulife.com.my]","Bernard Sia (Chief Information Officer) [Official: Manulife Annual Report 2024, conf 85]",
2,Takaful,Manulife Takaful Malaysia Berhad,,,"Ng Chun Nam (Chief Financial Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]",,,"Bernard Sia (Chief Information Officer, Manulife Insurance Berhad - management shared) [Official: Manulife Annual Report 2024, conf 85]",
5,GLC-Linked,Maybank (Khazanah-linked),"DUPLICATE OF MAYBANK BERHAD [Already at 7/7 in DB. This ""Khazanah-linked"" entry is the same entity (Khazanah holds ~11.5% of Maybank). Recommend removing row or marking as duplicate. Do NOT re-research.]",,,,,,
1,Licensed Banks,Maybank Berhad,Devinder Singh (Group CISO) [LinkedIn/The Org],Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank],Shafiq Abdul Jabbar,Mohamed Rezwan Abdullah Ismail,Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo],Giorgio Migliarina (Group Chief Technology & Digital Officer),Azian Ismail (Chief Audit Executive) [TheOrg]
4,Card Schemes,Maybank Cash & Go Prepaid Card,,,,,,,
2,Investment Banks,Maybank Investment Bank Berhad,,,"Ezrina Mahadzir (CFO, appointed 1 Apr 2021) [Official: maybank2u.com.my]","Cheryl Cheng Siew Ying (CRO, appointed 1 Jan 2021) [Official: maybank2u.com.my]",,"Adrian Tan Kai Thern (Head of IT, joined 25 Apr 2022) [Official: maybank2u.com.my]",
1,Licensed Banks,Maybank Islamic Berhad,Devinder Singh (Group CISO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Shafiq Abdul Jabbar (Group CFO) [Group-level: Maybank],Mohamed Rezwan Abdullah Ismail (Group CRO) [Group-level: Maybank],Inn Yiow (Group Chief Compliance Officer) [Group-level: Maybank],Giorgio Migliarina (Group Chief Technology & Digital Officer) [Group-level: Maybank],"Malique Firdauz Ahmad Sidique (Group Chief Audit Executive, Maybank Group) [Official: freemalaysiatoday.com, conf 85 - Group-level, effective Oct 2025]"
4,Card Schemes,Maybank Singapore Airlines Enrich Card,,,,,,,
4,Payment Operators,Me2U (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - Me2U is a PayNet product, inherited, conf 80 CAVEAT: Me2U not listed on official PayNet 10 named services; may be Maybank2u feature mislabeled.]",
1,Licensed Banks,Mizuho Bank (Malaysia) Berhad,"CEO: Daisuke Ihara (Executive Director/CEO, appointed 1 Jul 2026, Certified AML Specialist) [Official: mizuhogroup.com Profile of Directors PDF, conf 95]; Chairman: Dato Dr Zaha Rina binti Zahari",,,,,,
3,MSBs,Money Match Sdn Bhd,"DUPLICATE OF MONEYMATCH SDN BHD [Correct spelling ""MoneyMatch Sdn Bhd"" already in DB at 4/7. This entry (with space) is the same entity. Recommend removing row or marking as duplicate. Founders: Adrian Tan, Nikki Yeo (moneymatch.co/about-us).]",,,,,,
3,MSBs,MoneyMatch Sdn Bhd,"Poorya (Chief Information & Security Officer) [Official: moneymatch.co/about-us, conf 90 - note: first name only displayed]",,"Anees Aisyah (Chief Financial Officer) [Official: moneymatch.co/about-us, conf 92]",,"Thavalogan (Head of Compliance) [Official: moneymatch.co/about-us, conf 88 - note: first name only displayed]","Jerry Chee (Chief Technology Officer) [Official: moneymatch.co/about-us, conf 92]",
1,Licensed Banks,OCBC Bank (Malaysia) Berhad,Dominic Yew,Dr Priya Ranjan Sharma (CRO) + Doreen Keng Chun Ching (Compliance) [Group-level: OCBC],Ms Teoh Yin Meng,Dr Priya Ranjan Sharma,Ms Doreen Keng Chun Ching,Mr Hong Hee Loon (Head of Technology),Mr Victor Ong Hock Seng
5,GLC-Linked,PNB Capital Berhad,,,,,,,
5,GLC-Linked,PNB Equity Fund Berhad,,,,,,,
5,GLC-Linked,PNB Income Fund Berhad,"ENTITY LIKELY NON-EXISTENT [No evidence on pnb.com.my or ASNB fund listing (18 unit trust funds, none named ""PNB Income Fund""). PNB Capital and PNB Equity Fund previously confirmed non-existent. Recommend removal or marking as non-existent.]",,,,,,
3,Development FIs,PUNB,,"Ahmad Faisal Mohd Basir (Head, Company Secretary & Governance) [Official: punb.com.my]","Azman Abdullah (General Manager, Finance & Transformation Division) [Official: punb.com.my]","Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]","Norasyikin Mansor (Head, Legal Affairs) [Official: punb.com.my]",,"Mohd Sulaiman Khazali (Head, Internal Audit & Risk Management) [Official: punb.com.my]"
4,Payment Operators,PayDirect (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayDirect = PayNet ""DirectDebit"" service, inherited, conf 85]",
4,Payment Operators,PayNet (PayNet Malaysia Sdn Bhd),"NOT FOUND [Function exists per PayNet Committees page: ""CISO Office"" reporting to Group Risk Committee. Name not on official leadership page. NOTE: PayNet CEO = Praveen Rajan (NOT Suhaila Kamaruddin as in some briefs); CCO = Azrul Fakhzan Mainor; CPO = Shafenaz Farouk.]",,"Tan Wei Tze (Chief Financial Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95]",,,"Teh Lip Guan (Chief Technology Officer) [Official: paynet.my/about-us/corporate-profile/leadership.html, conf 95]",
4,Card Schemes,PayNet Card (by PayNet),,,"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]",,,"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - PayNet Card = PayNet ""MyDebit"" domestic debit card scheme, inherited, conf 85]",
5,GLC-Linked,Penang State Development Corporation (PSDC),"NOT FOUND [Entity correction: correct name is Penang Development Corporation (PDC) - pdc.gov.my. CEO confirmed: Dato' Abdul Latiff bin Abd Aziz (pdc.gov.my, conf 95). Org chart is JPEG image (not text-extractable). 0/7 target roles - management team not publicly listed.]",,,,,,
5,GLC-Linked,Permodalan BSN Berhad (PBSNB),,,"Suzylah Mohamed Noor (Head of Finance and HR Shared Services) [Official: pbsn.com.my/management-team/, conf 90]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]",,
